ip_address,timestamp,login_status,request_type,is_anomaly_ground_truth,hour_of_day,day_of_week,is_weekend,is_off_hours,login_encoded,ip_encoded,request_encoded,anomaly_label
192.168.1.8,2024-03-24 12:37:00,success,PUT,0,12,6,1,0,1,58,3,1
192.168.1.20,2024-02-03 16:23:00,success,GET,0,16,5,1,0,1,22,1,1
192.168.1.44,2024-03-05 14:31:00,success,POST,0,14,1,0,0,1,48,2,1
192.168.1.26,2024-03-07 15:28:00,success,GET,0,15,3,0,0,1,28,1,1
10.0.0.2,2024-01-07 12:42:00,failure,POST,1,12,6,1,0,0,2,2,-1
192.168.1.40,2024-02-17 17:17:00,success,GET,0,17,5,1,0,1,44,1,1
192.168.1.3,2024-01-31 15:08:00,success,POST,0,15,2,0,0,1,32,2,1
192.168.1.17,2024-02-16 10:43:00,success,GET,0,10,4,0,0,1,18,1,1
10.0.0.7,2024-03-21 08:05:00,failure,POST,1,8,3,0,0,0,7,2,-1
192.168.1.19,2024-01-30 10:27:00,failure,GET,0,10,1,0,0,0,20,1,1
192.168.1.43,2024-01-28 10:16:00,success,GET,0,10,6,1,0,1,47,1,1
192.168.1.22,2024-03-29 10:39:00,success,GET,0,10,4,0,0,1,24,1,1
192.168.1.5,2024-02-24 09:39:00,success,GET,0,9,5,1,0,1,54,1,1
192.168.1.29,2024-03-07 12:52:00,success,GET,0,12,3,0,0,1,31,1,1
192.168.1.30,2024-03-02 17:09:00,success,PUT,0,17,5,1,0,1,33,3,1
192.168.1.16,2024-03-18 15:03:00,success,PUT,0,15,0,0,0,1,17,3,1
192.168.1.11,2024-01-01 09:34:00,success,GET,0,9,0,0,0,1,12,1,1
192.168.1.37,2024-01-08 15:08:00,success,POST,0,15,0,0,0,1,40,2,1
192.168.1.44,2024-03-06 11:26:00,success,GET,0,11,2,0,0,1,48,1,1
192.168.1.50,2024-02-25 16:41:00,failure,PUT,0,16,6,1,0,0,55,3,-1
192.168.1.42,2024-03-24 18:13:00,success,GET,0,18,6,1,0,1,46,1,1
192.168.1.29,2024-03-25 11:56:00,success,GET,0,11,0,0,0,1,31,1,1
192.168.1.35,2024-01-02 18:11:00,success,GET,0,18,1,0,0,1,38,1,1
192.168.1.40,2024-03-14 16:30:00,success,POST,0,16,3,0,0,1,44,2,1
192.168.1.27,2024-03-06 14:02:00,success,GET,0,14,2,0,0,1,29,1,1
192.168.1.23,2024-01-03 10:28:00,success,POST,0,10,2,0,0,1,25,2,1
192.168.1.34,2024-02-06 18:36:00,success,GET,0,18,1,0,0,1,37,1,1
192.168.1.25,2024-02-26 08:40:00,success,PUT,0,8,0,0,0,1,27,3,1
192.168.1.25,2024-03-11 12:00:00,success,GET,0,12,0,0,0,1,27,1,1
192.168.1.29,2024-01-17 10:20:00,success,GET,0,10,2,0,0,1,31,1,1
192.168.1.37,2024-02-02 10:48:00,success,GET,0,10,4,0,0,1,40,1,1
192.168.1.38,2024-03-26 16:48:00,success,GET,0,16,1,0,0,1,41,1,1
192.168.1.42,2024-03-22 08:06:00,success,GET,0,8,4,0,0,1,46,1,1
10.0.0.8,2024-02-05 09:44:00,success,GET,1,9,0,0,0,1,8,1,1
192.168.1.40,2024-03-30 15:13:00,success,PUT,0,15,5,1,0,1,44,3,1
192.168.1.7,2024-02-29 18:19:00,success,GET,0,18,3,0,0,1,57,1,1
192.168.1.11,2024-03-05 09:08:00,success,PUT,0,9,1,0,0,1,12,3,1
192.168.1.12,2024-02-04 10:53:00,success,GET,0,10,6,1,0,1,13,1,1
192.168.1.3,2024-03-08 15:41:00,failure,POST,0,15,4,0,0,0,32,2,1
192.168.1.32,2024-03-08 13:33:00,success,GET,0,13,4,0,0,1,35,1,1
192.168.1.22,2024-03-21 17:13:00,success,GET,0,17,3,0,0,1,24,1,1
192.168.1.21,2024-02-16 09:15:00,success,GET,0,9,4,0,0,1,23,1,1
192.168.1.48,2024-03-16 11:25:00,success,GET,0,11,5,1,0,1,52,1,1
192.168.1.47,2024-01-05 15:28:00,success,GET,0,15,4,0,0,1,51,1,1
192.168.1.5,2024-02-21 17:50:00,success,POST,0,17,2,0,0,1,54,2,1
192.168.1.18,2024-02-17 09:36:00,success,PUT,0,9,5,1,0,1,19,3,1
192.168.1.9,2024-01-16 13:04:00,success,GET,0,13,1,0,0,1,59,1,1
192.168.1.37,2024-01-26 10:33:00,failure,POST,0,10,4,0,0,0,40,2,1
192.168.1.49,2024-02-27 13:21:00,success,POST,0,13,1,0,0,1,53,2,1
192.168.1.7,2024-01-15 15:59:00,success,GET,0,15,0,0,0,1,57,1,1
192.168.1.27,2024-01-25 11:52:00,failure,GET,0,11,3,0,0,0,29,1,1
192.168.1.24,2024-03-17 13:32:00,success,PUT,0,13,6,1,0,1,26,3,1
192.168.1.5,2024-02-12 08:22:00,success,PUT,0,8,0,0,0,1,54,3,1
192.168.1.14,2024-02-24 15:24:00,success,PUT,0,15,5,1,0,1,15,3,1
192.168.1.34,2024-03-25 09:43:00,success,GET,0,9,0,0,0,1,37,1,1
192.168.1.7,2024-02-10 11:44:00,success,GET,0,11,5,1,0,1,57,1,1
192.168.1.35,2024-01-01 10:37:00,success,GET,0,10,0,0,0,1,38,1,1
192.168.1.34,2024-01-28 14:32:00,success,GET,0,14,6,1,0,1,37,1,1
192.168.1.26,2024-02-03 10:09:00,success,GET,0,10,5,1,0,1,28,1,1
192.168.1.40,2024-01-08 08:54:00,success,PUT,0,8,0,0,0,1,44,3,1
192.168.1.39,2024-03-04 18:56:00,success,POST,0,18,0,0,0,1,42,2,1
192.168.1.22,2024-03-01 08:13:00,success,GET,0,8,4,0,0,1,24,1,1
192.168.1.39,2024-02-16 08:45:00,failure,GET,0,8,4,0,0,0,42,1,1
